ID,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,termDeposit
T1794,22,student,single,basic.6y,no,yes,no,cellular,aug,thu,293,2,4,2,success,-2.9,92.201,-31.4,0.873,5076.2,1
T1795,49,admin.,divorced,high.school,no,no,no,cellular,apr,wed,381,2,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,0
T1796,37,management,married,university.degree,no,no,yes,cellular,nov,wed,307,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
T1797,28,technician,single,high.school,no,yes,yes,cellular,may,thu,609,1,11,1,success,-1.8,92.893,-46.2,1.327,5099.1,1
T1798,37,technician,married,professional.course,no,yes,no,telephone,jul,tue,242,6,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,0
T1799,47,blue-collar,single,basic.9y,unknown,no,no,cellular,may,wed,159,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
T1800,56,admin.,married,university.degree,unknown,yes,no,cellular,aug,wed,120,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
T1801,44,management,married,university.degree,no,no,no,cellular,may,fri,1380,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
T1802,31,services,married,high.school,no,unknown,unknown,cellular,jul,tue,135,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
T1803,23,student,single,high.school,no,no,no,telephone,nov,mon,105,2,999,0,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,0
T1804,32,admin.,divorced,basic.9y,no,no,no,cellular,jul,mon,177,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
T1805,46,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,mon,184,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
T1806,31,unemployed,married,high.school,no,yes,yes,cellular,nov,thu,91,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
T1807,59,admin.,married,basic.4y,unknown,yes,no,cellular,aug,tue,306,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
T1808,36,technician,married,professional.course,no,no,no,telephone,may,wed,1423,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,1
T1809,46,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,115,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T1810,50,management,married,university.degree,no,yes,no,cellular,oct,thu,305,2,4,1,success,-3.4,92.431,-26.9,0.754,5017.5,1
T1811,56,retired,married,basic.4y,no,no,no,cellular,nov,fri,163,2,999,1,failure,-0.1,93.2,-42,4.021,5195.8,0
T1812,56,retired,married,basic.4y,no,no,no,cellular,aug,tue,933,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1
T1813,27,management,married,basic.9y,no,no,yes,cellular,jul,mon,174,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
T1814,39,technician,single,university.degree,no,yes,no,cellular,may,mon,612,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1
T1815,44,management,married,university.degree,no,no,no,cellular,sep,wed,210,1,3,3,success,-1.1,94.199,-37.5,0.88,4963.6,1
T1816,28,self-employed,single,university.degree,no,no,yes,cellular,may,mon,315,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,1
T1817,51,blue-collar,divorced,high.school,no,no,no,cellular,may,tue,131,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
T1818,46,blue-collar,married,basic.9y,no,yes,no,cellular,aug,wed,82,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
T1819,29,blue-collar,single,professional.course,no,no,no,cellular,jul,thu,43,8,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
T1820,51,blue-collar,married,basic.9y,no,no,yes,telephone,may,fri,653,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,1
T1821,39,services,single,high.school,unknown,no,no,telephone,may,wed,364,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
T1822,24,blue-collar,married,basic.9y,no,unknown,unknown,cellular,jul,wed,781,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
T1823,33,admin.,single,university.degree,no,no,no,cellular,aug,wed,316,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
T1824,29,blue-collar,single,high.school,no,yes,no,telephone,may,fri,803,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,1
T1825,30,admin.,single,high.school,no,yes,no,telephone,jun,tue,229,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
T1826,39,entrepreneur,married,high.school,no,no,no,telephone,jun,tue,135,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
T1827,33,blue-collar,single,basic.4y,no,no,no,cellular,may,tue,313,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
T1828,45,admin.,married,university.degree,no,no,no,cellular,aug,mon,608,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1
T1829,27,services,single,professional.course,no,unknown,unknown,telephone,jul,wed,46,8,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
T1830,69,retired,divorced,professional.course,no,no,no,cellular,oct,tue,144,1,999,0,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,1
T1831,30,unemployed,married,basic.9y,no,no,no,cellular,jul,fri,154,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
T1832,33,admin.,single,university.degree,no,yes,yes,cellular,nov,thu,90,4,999,1,failure,-0.1,93.2,-42,4.076,5195.8,0
T1833,56,blue-collar,married,basic.4y,unknown,yes,yes,cellular,jul,fri,522,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
T1834,32,technician,single,university.degree,no,unknown,unknown,cellular,nov,thu,26,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,0
T1835,33,technician,single,university.degree,no,no,no,cellular,apr,thu,657,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,1
T1836,37,unemployed,single,university.degree,no,yes,no,cellular,jun,thu,122,2,6,1,success,-1.7,94.055,-39.8,0.742,4991.6,0
T1837,48,admin.,divorced,high.school,no,no,yes,cellular,apr,fri,2139,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
T1838,27,admin.,single,university.degree,no,yes,no,cellular,apr,mon,148,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,1
T1839,38,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,92,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
T1840,32,admin.,single,university.degree,no,yes,yes,cellular,nov,fri,74,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
T1841,31,self-employed,divorced,university.degree,no,yes,no,cellular,jul,thu,275,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
T1842,33,blue-collar,married,basic.9y,no,no,no,cellular,aug,fri,79,1,999,1,failure,-2.9,92.201,-31.4,0.881,5076.2,1
T1843,60,retired,divorced,professional.course,no,no,no,cellular,jul,tue,454,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
T1844,46,blue-collar,married,basic.6y,unknown,no,no,cellular,aug,wed,151,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
T1845,50,technician,single,university.degree,no,yes,no,cellular,aug,thu,174,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
T1846,31,unemployed,divorced,basic.4y,no,yes,no,telephone,jun,tue,801,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1
T1847,33,services,married,basic.6y,no,yes,yes,cellular,may,tue,95,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
T1848,29,admin.,single,high.school,no,yes,no,cellular,apr,thu,733,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
T1849,34,services,divorced,high.school,no,yes,no,cellular,may,fri,84,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
T1850,48,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,282,4,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
T1851,51,unemployed,married,professional.course,unknown,yes,yes,cellular,jul,thu,901,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
T1852,66,retired,married,basic.4y,no,yes,no,cellular,mar,tue,229,1,6,1,success,-1.8,93.369,-34.8,0.655,5008.7,1
T1853,37,management,married,university.degree,no,yes,no,telephone,may,wed,735,8,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
T1854,40,admin.,married,university.degree,unknown,yes,yes,cellular,nov,mon,205,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
T1855,57,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,543,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,1
T1856,42,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,131,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
T1857,32,admin.,single,professional.course,no,yes,no,telephone,may,mon,16,11,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T1858,46,self-employed,married,basic.9y,unknown,yes,no,cellular,aug,tue,159,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
T1859,38,management,married,professional.course,no,yes,no,telephone,nov,thu,172,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
T1860,35,services,married,high.school,no,no,no,telephone,may,thu,194,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
T1861,45,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,214,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
T1862,62,unemployed,married,high.school,no,yes,no,cellular,aug,wed,250,1,999,1,failure,-2.9,92.201,-31.4,0.854,5076.2,0
T1863,41,entrepreneur,married,university.degree,no,yes,no,telephone,may,fri,691,10,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,1
T1864,73,retired,single,professional.course,no,no,no,cellular,apr,fri,291,1,6,3,success,-1.8,93.749,-34.6,0.645,5008.7,1
T1865,33,services,married,high.school,no,yes,no,cellular,nov,wed,694,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,1
T1866,34,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,43,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
T1867,33,unemployed,single,university.degree,no,no,no,cellular,aug,thu,126,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
T1868,37,management,married,university.degree,no,yes,no,cellular,nov,wed,140,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
T1869,28,student,single,basic.9y,no,yes,no,cellular,mar,tue,156,1,999,0,nonexistent,-1.8,92.843,-50,1.799,5099.1,1
T1870,24,technician,married,professional.course,no,no,yes,cellular,may,wed,167,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
T1871,29,admin.,married,high.school,no,yes,no,cellular,jul,tue,681,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
T1872,28,student,single,university.degree,no,unknown,unknown,cellular,may,fri,1027,2,999,0,nonexistent,-1.8,93.876,-40,0.695,5008.7,1
T1873,35,self-employed,married,university.degree,no,no,no,telephone,may,mon,293,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T1874,31,admin.,single,university.degree,no,yes,no,telephone,may,tue,659,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T1875,47,retired,married,basic.4y,no,no,no,telephone,jul,tue,484,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,0
T1876,29,admin.,divorced,high.school,no,yes,no,cellular,nov,tue,920,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
T1877,55,management,married,basic.4y,unknown,no,no,cellular,apr,thu,594,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
T1878,54,services,divorced,university.degree,no,no,no,cellular,may,tue,499,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,1
T1879,37,admin.,single,high.school,no,no,no,cellular,may,wed,151,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
T1880,37,management,married,university.degree,no,yes,no,cellular,aug,tue,263,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
T1881,42,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu,164,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
T1882,42,admin.,single,high.school,no,no,no,cellular,sep,wed,638,1,14,1,success,-1.1,94.199,-37.5,0.88,4963.6,1
T1883,47,housemaid,single,professional.course,no,yes,no,cellular,apr,tue,242,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
T1884,28,blue-collar,single,basic.6y,no,yes,yes,cellular,may,fri,63,8,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
T1885,28,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,312,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T1886,45,technician,married,professional.course,no,no,no,cellular,aug,wed,132,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
T1887,30,admin.,married,university.degree,no,yes,no,cellular,jun,mon,288,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
T1888,27,services,single,high.school,no,no,no,cellular,jul,mon,1071,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
T1889,59,retired,married,basic.4y,no,yes,no,cellular,apr,thu,381,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1
T1890,31,admin.,single,university.degree,no,no,no,cellular,aug,tue,265,1,4,3,success,-2.9,92.201,-31.4,0.883,5076.2,1
T1891,48,blue-collar,married,unknown,no,yes,yes,cellular,aug,wed,742,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1
T1892,48,admin.,divorced,basic.9y,no,no,no,cellular,jul,tue,1424,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1
T1893,32,blue-collar,married,professional.course,no,yes,no,cellular,apr,thu,652,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
T1894,36,entrepreneur,married,university.degree,no,no,no,telephone,may,mon,410,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1
T1895,57,technician,married,professional.course,no,yes,no,telephone,may,mon,483,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,1
T1896,35,admin.,married,university.degree,no,no,no,cellular,aug,fri,201,1,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,1
T1897,36,services,married,university.degree,no,no,yes,cellular,jun,tue,255,2,3,1,success,-2.9,92.963,-40.8,1.206,5076.2,1
T1898,36,admin.,married,university.degree,no,no,no,cellular,aug,mon,610,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1
T1899,33,management,married,university.degree,no,yes,no,cellular,nov,fri,237,2,999,0,nonexistent,-1.1,94.767,-50.8,1.04,4963.6,1
T1900,41,unemployed,married,basic.4y,no,yes,no,cellular,nov,mon,59,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
T1901,26,blue-collar,single,high.school,no,yes,no,telephone,nov,fri,208,2,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,1
T1902,36,entrepreneur,single,university.degree,no,yes,no,cellular,nov,wed,911,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,1
T1903,30,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,68,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
T1904,45,management,married,university.degree,no,yes,no,cellular,jul,thu,138,2,6,2,success,-1.7,94.215,-40.3,0.884,4991.6,1
T1905,53,technician,married,professional.course,unknown,no,no,cellular,jul,fri,69,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
T1906,36,services,divorced,basic.4y,unknown,no,no,cellular,jul,fri,207,9,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
T1907,28,admin.,single,high.school,no,no,no,telephone,oct,wed,958,1,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,1
T1908,46,services,single,professional.course,unknown,no,yes,cellular,may,mon,390,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1
T1909,40,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,101,11,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
T1910,35,services,married,high.school,no,no,no,telephone,may,wed,188,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
T1911,52,admin.,married,unknown,no,no,no,telephone,sep,tue,513,13,14,2,failure,-3.4,92.379,-29.8,0.819,5017.5,0
T1912,33,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,656,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,1
T1913,36,entrepreneur,married,basic.9y,no,no,no,cellular,may,mon,104,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
T1914,30,admin.,married,university.degree,no,yes,yes,cellular,nov,wed,89,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
T1915,38,admin.,married,university.degree,no,yes,no,cellular,apr,fri,107,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
T1916,29,student,single,high.school,no,yes,no,cellular,jul,thu,253,2,999,0,nonexistent,-2.9,92.469,-33.6,1.018,5076.2,1
T1917,38,self-employed,married,high.school,unknown,yes,no,cellular,nov,tue,126,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
T1918,25,services,single,high.school,no,no,yes,telephone,jun,wed,729,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
T1919,75,retired,married,basic.4y,no,no,no,cellular,apr,tue,356,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,1
T1920,59,technician,married,unknown,no,no,no,telephone,may,fri,464,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
T1921,40,technician,single,university.degree,no,no,no,cellular,nov,mon,130,1,7,2,failure,-3.4,92.649,-30.1,0.714,5017.5,1
T1922,26,management,single,university.degree,no,yes,no,cellular,may,tue,165,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
T1923,35,admin.,divorced,university.degree,no,no,no,cellular,nov,fri,263,6,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
T1924,36,admin.,married,university.degree,unknown,no,no,cellular,jul,tue,97,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
T1925,44,admin.,single,professional.course,no,yes,no,cellular,nov,thu,931,4,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,1
T1926,35,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,155,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
T1927,50,self-employed,married,basic.4y,unknown,no,no,telephone,may,thu,23,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
T1928,32,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,82,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
T1929,33,self-employed,married,university.degree,no,no,no,cellular,aug,mon,425,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
T1930,24,student,single,high.school,unknown,no,no,cellular,jun,mon,190,1,999,1,failure,-2.9,92.963,-40.8,1.266,5076.2,0
T1931,26,admin.,single,university.degree,no,unknown,unknown,cellular,jun,tue,271,2,3,1,success,-2.9,92.963,-40.8,1.262,5076.2,1
T1932,38,technician,single,high.school,no,no,no,telephone,may,wed,152,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T1933,44,services,married,high.school,no,no,no,telephone,may,fri,460,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
T1934,31,admin.,single,high.school,no,yes,no,cellular,may,thu,1094,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1
T1935,23,admin.,single,high.school,no,no,no,cellular,jul,tue,220,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
T1936,36,admin.,married,high.school,no,yes,no,cellular,nov,tue,722,3,999,1,failure,-0.1,93.2,-42,4.153,5195.8,0
T1937,42,blue-collar,single,basic.4y,no,yes,no,cellular,may,thu,560,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
T1938,51,technician,married,professional.course,no,yes,no,cellular,jul,thu,135,2,999,1,failure,-2.9,92.469,-33.6,1.072,5076.2,1
T1939,50,blue-collar,married,professional.course,unknown,yes,no,cellular,jul,mon,201,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
T1940,35,blue-collar,married,basic.4y,no,yes,yes,cellular,may,thu,195,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
T1941,43,blue-collar,married,high.school,unknown,unknown,unknown,cellular,apr,fri,239,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
T1942,30,management,single,university.degree,no,unknown,unknown,telephone,may,thu,176,13,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
T1943,28,blue-collar,divorced,high.school,no,yes,no,telephone,may,mon,7,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
T1944,53,blue-collar,married,unknown,no,no,no,cellular,jul,thu,131,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
T1945,32,admin.,single,university.degree,no,yes,no,cellular,jun,thu,89,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
T1946,47,admin.,single,university.degree,no,yes,no,cellular,jun,mon,243,4,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,1
T1947,57,admin.,divorced,university.degree,unknown,yes,no,cellular,nov,fri,6,7,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
T1948,72,retired,divorced,basic.4y,no,no,no,cellular,aug,mon,152,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,0
T1949,55,admin.,married,high.school,no,no,yes,cellular,apr,wed,307,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,1
T1950,38,technician,married,professional.course,unknown,yes,no,telephone,may,mon,210,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
T1951,26,blue-collar,married,basic.6y,unknown,unknown,unknown,telephone,jun,mon,351,6,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
T1952,60,retired,married,high.school,no,no,no,cellular,may,thu,181,3,6,1,success,-1.8,93.876,-40,0.699,5008.7,1
T1953,31,technician,married,professional.course,unknown,yes,no,cellular,may,thu,46,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
T1954,31,services,single,high.school,no,yes,no,cellular,may,tue,28,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
T1955,36,admin.,married,university.degree,no,yes,yes,cellular,oct,mon,78,1,999,1,failure,-3.4,92.431,-26.9,0.743,5017.5,1
T1956,49,blue-collar,divorced,basic.4y,unknown,no,no,telephone,may,thu,920,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,1
T1957,37,blue-collar,married,unknown,unknown,yes,no,telephone,may,thu,266,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
T1958,50,admin.,single,basic.9y,no,unknown,unknown,cellular,jun,wed,699,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,1
T1959,33,services,married,high.school,unknown,no,no,cellular,nov,thu,130,3,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
T1960,59,unknown,married,unknown,no,no,no,cellular,aug,wed,198,1,6,1,success,-1.7,94.027,-38.3,0.9,4991.6,1
T1961,32,admin.,married,high.school,no,no,no,cellular,aug,thu,876,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1
T1962,53,blue-collar,married,basic.4y,no,yes,no,cellular,sep,fri,85,1,999,0,nonexistent,-3.4,92.379,-29.8,0.741,5017.5,0
T1963,29,admin.,married,professional.course,no,yes,no,telephone,jun,wed,583,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1
T1964,33,admin.,married,university.degree,no,yes,no,cellular,apr,wed,623,1,6,1,success,-1.8,93.749,-34.6,0.654,5008.7,1
